GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Hero 1 HP,Goblin Master HP,Overlord Fatigue,Goblin Minion 1 HP,Goblin Minion 2 HP,Hero 3 HP,Hero 4 HP,Goblin Minion 3 HP,Goblin Minion 4 HP,Hero 2 HP,Barghest Minion 2 HP,Barghest Minion 1 HP,Barghest Minion 3 HP,Barghest Master HP
1394497638,Descent2e,1,ROUND_OVER,116,9,4,456,8,4,3,2,2,10,,2,,14,6,6,,8
1394497638,Descent2e,2,ROUND_OVER,153,10,4,456,7,4,5,2,2,8,,2,,14,6,6,,8
1394497638,Descent2e,3,ROUND_OVER,197,10,4,456,6,4,7,2,2,8,,2,,12,3,6,,8
1394497638,Descent2e,4,GAME_OVER,199,0,4,456,6,4,7,2,2,7,,2,,12,3,6,,8
1268428761,Descent2e,0,ROUND_OVER,117,10,4,457,10,4,1,2,2,8,,2,,12,6,6,,8
1268428761,Descent2e,1,ROUND_OVER,160,10,4,457,12,4,3,2,2,8,,2,,12,6,6,,3
1268428761,Descent2e,2,ROUND_OVER,192,10,4,457,9,4,5,2,2,8,,2,,7,6,6,,3
1268428761,Descent2e,3,ROUND_OVER,237,9,4,457,9,4,7,2,2,8,,2,,4,6,6,,Dead
1268428761,Descent2e,4,GAME_OVER,238,0,4,457,9,4,7,2,2,8,,2,,4,6,6,,Dead
-797076085,Descent2e,0,ROUND_OVER,87,10,4,458,8,4,0,2,2,13,,2,,8,6,6,,8
-797076085,Descent2e,1,ROUND_OVER,136,10,4,458,8,4,1,2,2,11,,1,,8,6,6,,8
-797076085,Descent2e,2,ROUND_OVER,187,10,4,458,8,4,3,2,2,13,,1,,8,6,3,,8
-797076085,Descent2e,3,ROUND_OVER,231,10,4,458,4,4,5,2,2,11,,1,,8,6,3,,8
-797076085,Descent2e,4,ROUND_OVER,282,9,4,458,6,4,7,2,2,11,,1,,8,Dead,6,,8
-797076085,Descent2e,5,GAME_OVER,283,0,4,458,6,4,7,2,2,11,,1,,8,Dead,6,,8
-632772489,Descent2e,0,ROUND_OVER,113,10,4,459,14,4,1,2,2,7,,2,,10,6,6,,8
-632772489,Descent2e,1,ROUND_OVER,142,10,4,459,14,4,3,2,2,7,,2,,7,6,6,,7
-632772489,Descent2e,2,ROUND_OVER,195,10,4,459,14,4,5,2,2,2,,2,,7,3,6,,5
-632772489,Descent2e,3,ROUND_OVER,243,10,4,459,14,4,7,2,2,2,,2,,7,3,6,,1
-632772489,Descent2e,4,GAME_OVER,244,0,4,459,14,4,7,2,2,2,,2,,7,3,6,,1
944991051,Descent2e,0,ROUND_OVER,84,10,4,460,14,3,0,2,2,10,,2,,7,6,6,,8
944991051,Descent2e,1,ROUND_OVER,123,9,4,460,12,3,1,2,2,10,,2,,7,6,6,,Dead
944991051,Descent2e,2,ROUND_OVER,169,8,4,460,7,3,3,2,2,10,,2,,7,Dead,6,,Dead
944991051,Descent2e,3,GAME_OVER,174,1,4,460,7,3,3,2,2,10,,2,,7,Dead,Dead,,Dead
-2126344634,Descent2e,0,ROUND_OVER,98,10,4,461,10,4,1,2,2,10,,2,,7,6,6,,8
-2126344634,Descent2e,1,ROUND_OVER,140,10,4,461,10,4,3,2,2,10,,2,,7,6,6,,5
-2126344634,Descent2e,2,ROUND_OVER,179,8,4,461,10,4,5,2,2,9,,2,,7,Dead,6,,Dead
-2126344634,Descent2e,3,ROUND_OVER,197,8,4,461,10,4,7,2,2,9,,2,,7,Dead,2,,Dead
-2126344634,Descent2e,4,GAME_OVER,199,0,4,461,10,4,7,2,2,6,,2,,7,Dead,2,,Dead
195569764,Descent2e,0,ROUND_OVER,101,10,4,462,5,4,1,2,2,12,,2,,8,6,6,,8
195569764,Descent2e,1,ROUND_OVER,144,10,4,462,8,4,3,2,2,12,,2,,8,6,6,,8
195569764,Descent2e,2,ROUND_OVER,181,10,4,462,8,4,5,2,2,12,,2,,8,6,2,,8
195569764,Descent2e,3,ROUND_OVER,235,9,4,462,8,4,7,2,2,12,,2,,5,Dead,6,,8
195569764,Descent2e,4,GAME_OVER,236,0,4,462,8,4,7,2,2,12,,2,,5,Dead,6,,8
1555723887,Descent2e,0,ROUND_OVER,125,10,4,463,7,4,1,2,2,12,,2,,8,6,6,,5
1555723887,Descent2e,1,ROUND_OVER,165,10,4,463,9,4,3,2,2,12,,2,,8,6,6,,5
1555723887,Descent2e,2,ROUND_OVER,200,10,4,463,9,4,5,2,2,12,,2,,8,6,6,,5
1555723887,Descent2e,3,ROUND_OVER,251,10,4,463,9,4,7,2,2,8,,2,,8,6,6,,4
1555723887,Descent2e,4,GAME_OVER,252,0,4,463,9,4,7,2,2,8,,2,,8,6,6,,4
1097857263,Descent2e,0,ROUND_OVER,84,9,4,464,12,4,1,2,2,14,,2,,10,6,6,,8
1097857263,Descent2e,1,ROUND_OVER,129,10,4,464,12,4,3,2,2,12,,2,,10,6,6,,8
1097857263,Descent2e,2,ROUND_OVER,178,10,4,464,12,4,5,2,2,14,,2,,7,6,3,,8
1097857263,Descent2e,3,ROUND_OVER,216,10,4,464,7,4,7,2,2,11,,2,,7,6,2,,8
1097857263,Descent2e,4,GAME_OVER,217,0,4,464,7,4,7,2,2,11,,2,,7,6,2,,8
-2064231158,Descent2e,0,ROUND_OVER,117,9,4,465,8,4,1,2,2,10,,2,,12,6,6,,8
-2064231158,Descent2e,1,ROUND_OVER,172,10,4,465,8,4,3,2,2,10,,2,,12,6,6,,8
-2064231158,Descent2e,2,ROUND_OVER,217,10,4,465,8,4,5,2,2,10,,2,,12,6,5,,8
-2064231158,Descent2e,3,ROUND_OVER,262,10,4,465,8,4,7,2,2,10,,2,,12,6,3,,8
-2064231158,Descent2e,4,GAME_OVER,263,0,4,465,8,4,7,2,2,10,,2,,12,6,3,,8
-1571824229,Descent2e,0,ROUND_OVER,86,10,4,466,8,4,0,2,2,14,,2,,4,6,6,,8
-1571824229,Descent2e,1,ROUND_OVER,130,10,4,466,8,4,1,2,2,11,,2,,4,2,4,,8
-1571824229,Descent2e,2,ROUND_OVER,159,8,4,466,7,4,3,2,2,8,,2,,4,Dead,Dead,,8
-1571824229,Descent2e,3,ROUND_OVER,183,8,4,466,7,4,5,2,2,8,,2,,4,Dead,Dead,,3
-1571824229,Descent2e,4,GAME_OVER,187,1,4,466,7,4,5,2,2,8,,2,,4,Dead,Dead,,Dead
-132682538,Descent2e,0,ROUND_OVER,94,10,4,467,3,4,0,2,2,12,,2,,7,6,6,,8
-132682538,Descent2e,1,ROUND_OVER,146,10,4,467,6,4,1,2,2,12,,2,,8,3,6,,8
-132682538,Descent2e,2,ROUND_OVER,174,10,4,467,7,4,3,2,2,12,,2,,4,2,6,,8
-132682538,Descent2e,3,ROUND_OVER,212,9,4,467,8,4,5,2,2,12,,2,,1,Dead,6,,8
-132682538,Descent2e,4,ROUND_OVER,247,8,4,467,8,4,7,2,2,12,,2,,1,Dead,Dead,,8
-132682538,Descent2e,5,GAME_OVER,248,0,4,467,8,4,7,2,2,12,,2,,1,Dead,Dead,,8
210459893,Descent2e,0,ROUND_OVER,123,10,4,468,8,4,1,2,2,8,,2,,10,6,6,,8
210459893,Descent2e,1,ROUND_OVER,158,10,4,468,3,4,3,2,2,8,,2,,10,6,6,,7
210459893,Descent2e,2,ROUND_OVER,203,10,4,468,3,4,5,2,2,8,,2,,10,6,6,,2
210459893,Descent2e,3,ROUND_OVER,233,9,4,468,5,4,7,2,2,8,,2,,10,6,6,,Dead
210459893,Descent2e,4,GAME_OVER,235,0,4,468,5,4,7,2,2,8,,2,,10,6,6,,Dead
974143018,Descent2e,0,ROUND_OVER,91,10,4,469,11,4,0,2,2,6,,2,,10,6,6,,8
974143018,Descent2e,1,ROUND_OVER,139,9,4,469,11,2,1,2,2,6,,2,,8,6,3,,Dead
974143018,Descent2e,2,ROUND_OVER,175,8,4,469,11,2,3,2,2,6,,2,,8,Dead,6,,Dead
974143018,Descent2e,3,ROUND_OVER,212,8,4,469,11,2,5,2,2,6,,2,,8,Dead,6,,Dead
974143018,Descent2e,4,ROUND_OVER,233,8,4,469,11,2,7,2,2,6,,2,,5,Dead,2,,Dead
974143018,Descent2e,5,GAME_OVER,234,0,4,469,11,2,7,2,2,6,,2,,5,Dead,2,,Dead
1112223669,Descent2e,0,ROUND_OVER,95,9,4,470,14,4,1,2,2,10,,2,,8,6,6,,8
1112223669,Descent2e,1,ROUND_OVER,138,10,4,470,8,4,3,2,2,10,,2,,12,6,6,,8
1112223669,Descent2e,2,ROUND_OVER,178,10,4,470,2,4,5,2,2,10,,2,,12,6,6,,8
1112223669,Descent2e,3,ROUND_OVER,229,10,4,470,0,4,7,2,2,10,,2,,12,6,6,,8
1112223669,Descent2e,4,GAME_OVER,230,0,4,470,0,4,7,2,2,10,,2,,12,6,6,,8
428148719,Descent2e,0,ROUND_OVER,93,10,4,471,10,4,1,2,2,8,,2,,14,6,6,,8
428148719,Descent2e,1,ROUND_OVER,131,10,4,471,7,4,3,2,2,8,,2,,14,2,6,,8
428148719,Descent2e,2,ROUND_OVER,171,10,4,471,8,4,5,2,2,8,,2,,14,2,6,,8
428148719,Descent2e,3,ROUND_OVER,220,10,4,471,6,4,7,2,2,8,,2,,14,2,6,,8
428148719,Descent2e,4,GAME_OVER,221,0,4,471,6,4,7,2,2,8,,2,,14,2,6,,8
563123992,Descent2e,0,ROUND_OVER,69,10,4,472,3,4,1,2,2,8,,2,,12,6,6,,8
563123992,Descent2e,1,ROUND_OVER,150,10,4,472,7,2,3,2,2,5,,2,,12,6,6,,8
563123992,Descent2e,2,ROUND_OVER,196,10,4,472,5,2,5,2,2,3,,2,,12,4,6,,8
563123992,Descent2e,3,ROUND_OVER,257,10,4,472,1,2,7,2,2,3,,2,,12,2,6,,8
563123992,Descent2e,4,GAME_OVER,258,0,4,472,1,2,7,2,2,3,,2,,12,2,6,,8
141975203,Descent2e,0,ROUND_OVER,103,10,4,473,12,4,1,2,2,10,,2,,10,6,6,,8
141975203,Descent2e,1,ROUND_OVER,152,10,4,473,12,4,3,2,2,10,,2,,7,6,6,,8
141975203,Descent2e,2,ROUND_OVER,206,10,4,473,12,4,5,2,2,10,,2,,7,2,6,,8
141975203,Descent2e,3,ROUND_OVER,250,10,4,473,12,4,7,2,2,10,,2,,8,2,6,,8
141975203,Descent2e,4,GAME_OVER,251,0,4,473,12,4,7,2,2,10,,2,,8,2,6,,8
-218118951,Descent2e,0,ROUND_OVER,107,10,4,474,5,4,1,2,2,10,,2,,14,3,6,,8
-218118951,Descent2e,1,ROUND_OVER,145,9,4,474,8,4,3,2,2,10,,2,,12,Dead,6,,5
-218118951,Descent2e,2,ROUND_OVER,167,9,4,474,8,4,5,2,2,10,,2,,11,Dead,6,,2
-218118951,Descent2e,3,ROUND_OVER,198,8,4,474,8,4,7,2,2,10,,2,,9,Dead,4,,Dead
-218118951,Descent2e,4,GAME_OVER,199,0,4,474,8,4,7,2,2,10,,2,,9,Dead,4,,Dead
1619742903,Descent2e,0,ROUND_OVER,95,10,4,475,8,4,1,2,2,12,,2,,7,6,6,,8
1619742903,Descent2e,1,ROUND_OVER,128,10,4,475,8,4,3,2,2,11,,2,,7,6,6,,8
1619742903,Descent2e,2,ROUND_OVER,173,10,4,475,6,4,5,2,2,11,,2,,8,6,6,,8
1619742903,Descent2e,3,ROUND_OVER,213,10,4,475,6,4,7,2,2,11,,2,,10,6,6,,8
1619742903,Descent2e,4,GAME_OVER,214,0,4,475,6,4,7,2,2,11,,2,,10,6,6,,8
1693437514,Descent2e,0,ROUND_OVER,102,9,4,476,8,4,1,2,2,14,,2,,4,6,6,,8
1693437514,Descent2e,1,ROUND_OVER,141,9,4,476,8,4,3,2,2,14,,2,,1,6,6,,6
1693437514,Descent2e,2,ROUND_OVER,206,10,4,476,8,4,5,2,2,14,,2,,1,6,5,,6
1693437514,Descent2e,3,ROUND_OVER,258,10,4,476,8,4,7,2,2,14,,2,,1,6,5,,6
1693437514,Descent2e,4,GAME_OVER,259,0,4,476,8,4,7,2,2,14,,2,,1,6,5,,6
1261556930,Descent2e,0,ROUND_OVER,121,10,4,477,12,4,1,2,2,8,,2,,10,6,6,,8
1261556930,Descent2e,1,ROUND_OVER,154,10,4,477,9,4,3,2,2,8,,2,,5,6,1,,8
1261556930,Descent2e,2,ROUND_OVER,192,9,4,477,11,4,5,2,2,8,,2,,5,Dead,6,,8
1261556930,Descent2e,3,ROUND_OVER,228,9,4,477,11,4,7,2,2,8,,2,,6,Dead,6,,8
1261556930,Descent2e,4,GAME_OVER,229,0,4,477,11,4,7,2,2,8,,2,,6,Dead,6,,8
-1932484462,Descent2e,0,ROUND_OVER,122,10,4,478,12,4,1,2,2,6,,2,,12,6,6,,6
-1932484462,Descent2e,1,ROUND_OVER,178,10,4,478,12,4,3,2,2,8,,2,,12,4,6,,6
-1932484462,Descent2e,2,ROUND_OVER,226,10,4,478,12,4,5,2,2,8,,2,,12,4,6,,6
-1932484462,Descent2e,3,ROUND_OVER,268,10,4,478,12,4,7,2,2,8,,2,,12,2,6,,6
-1932484462,Descent2e,4,GAME_OVER,269,0,4,478,12,4,7,2,2,8,,2,,12,2,6,,6
1382425950,Descent2e,0,ROUND_OVER,99,10,4,479,8,4,1,2,2,14,,2,,12,6,6,,8
1382425950,Descent2e,1,ROUND_OVER,149,10,4,479,8,4,3,2,2,14,,2,,12,6,5,,8
1382425950,Descent2e,2,ROUND_OVER,193,10,4,479,8,4,5,2,2,14,,2,,12,6,4,,8
1382425950,Descent2e,3,ROUND_OVER,235,10,4,479,8,4,7,2,2,11,,2,,12,6,4,,8
1382425950,Descent2e,4,GAME_OVER,236,0,4,479,8,4,7,2,2,11,,2,,12,6,4,,8
-616406496,Descent2e,0,ROUND_OVER,97,10,4,480,12,4,1,2,2,10,,2,,12,6,6,,8
-616406496,Descent2e,1,ROUND_OVER,158,10,4,480,12,4,3,2,2,9,,2,,11,6,6,,8
-616406496,Descent2e,2,ROUND_OVER,202,10,4,480,12,4,5,2,2,7,,2,,9,6,6,,8
-616406496,Descent2e,3,ROUND_OVER,245,10,4,480,12,4,7,2,2,6,,2,,5,6,6,,8
-616406496,Descent2e,4,GAME_OVER,246,0,4,480,12,4,7,2,2,6,,2,,5,6,6,,8
-988149838,Descent2e,0,ROUND_OVER,83,9,4,481,13,4,0,2,2,8,,2,,12,6,6,,8
-988149838,Descent2e,1,ROUND_OVER,125,9,4,481,14,4,1,2,2,10,,2,,6,6,6,,8
-988149838,Descent2e,2,ROUND_OVER,177,10,4,481,9,4,3,2,2,8,,2,,6,6,6,,5
-988149838,Descent2e,3,ROUND_OVER,223,10,4,481,4,4,5,2,2,6,,2,,6,6,6,,4
-988149838,Descent2e,4,ROUND_OVER,269,10,4,481,0,4,7,2,2,1,,2,,8,6,6,,3
-988149838,Descent2e,5,GAME_OVER,270,0,4,481,0,4,7,2,2,1,,2,,8,6,6,,3
899100115,Descent2e,0,ROUND_OVER,107,10,4,482,7,4,0,2,2,12,,2,,12,4,6,,8
899100115,Descent2e,1,ROUND_OVER,156,9,4,482,8,4,1,2,2,12,,2,,9,Dead,6,,3
899100115,Descent2e,2,ROUND_OVER,179,8,4,482,8,4,3,2,2,8,,2,,12,Dead,6,,Dead
899100115,Descent2e,3,ROUND_OVER,204,8,4,482,8,4,5,2,2,9,,2,,12,Dead,3,,Dead
899100115,Descent2e,4,GAME_OVER,208,0,4,482,8,4,5,2,2,9,,2,,12,Dead,Dead,,Dead
-868346638,Descent2e,0,ROUND_OVER,107,10,4,483,8,4,0,2,2,12,,2,,7,6,6,,8
-868346638,Descent2e,1,ROUND_OVER,149,10,4,483,8,4,1,2,2,12,,2,,8,6,3,,8
-868346638,Descent2e,2,ROUND_OVER,195,9,4,483,8,4,3,2,2,10,,2,,8,Dead,6,,8
-868346638,Descent2e,3,ROUND_OVER,241,9,4,483,7,4,5,2,2,10,,2,,8,Dead,6,,8
-868346638,Descent2e,4,ROUND_OVER,291,9,4,483,7,4,7,2,2,12,,2,,8,Dead,3,,8
-868346638,Descent2e,5,GAME_OVER,292,0,4,483,7,4,7,2,2,12,,2,,8,Dead,3,,8
47459948,Descent2e,0,ROUND_OVER,113,10,4,484,12,4,1,2,2,8,,2,,8,6,6,,8
47459948,Descent2e,1,ROUND_OVER,157,10,4,484,12,4,3,2,2,8,,2,,6,6,6,,8
47459948,Descent2e,2,ROUND_OVER,211,10,4,484,12,4,5,2,2,8,,2,,7,6,6,,8
47459948,Descent2e,3,ROUND_OVER,257,10,4,484,12,4,7,2,2,8,,2,,7,6,6,,8
47459948,Descent2e,4,GAME_OVER,258,0,4,484,12,4,7,2,2,8,,2,,7,6,6,,8
-1506030506,Descent2e,0,ROUND_OVER,85,10,4,485,12,4,0,2,2,10,,2,,6,6,6,,8
-1506030506,Descent2e,1,ROUND_OVER,130,10,4,485,12,4,1,2,2,10,,2,,3,6,6,,7
-1506030506,Descent2e,2,ROUND_OVER,198,10,4,485,12,4,3,2,2,10,,2,,1,3,4,,7
-1506030506,Descent2e,3,ROUND_OVER,221,8,4,485,12,4,5,2,2,10,,2,,1,Dead,Dead,,7
-1506030506,Descent2e,4,ROUND_OVER,249,8,4,485,12,4,7,2,2,10,,2,,1,Dead,Dead,,5
-1506030506,Descent2e,5,GAME_OVER,251,0,4,485,12,4,7,2,2,10,,2,,1,Dead,Dead,,5
605316411,Descent2e,0,ROUND_OVER,123,10,4,486,12,4,1,2,2,8,,2,,10,3,6,,8
605316411,Descent2e,1,ROUND_OVER,167,10,4,486,12,4,3,2,2,7,,2,,10,3,3,,6
605316411,Descent2e,2,ROUND_OVER,215,9,4,486,12,4,5,2,2,7,,2,,7,Dead,3,,6
605316411,Descent2e,3,ROUND_OVER,261,8,4,486,12,4,7,2,2,7,,2,,7,Dead,3,,Dead
605316411,Descent2e,4,GAME_OVER,262,0,4,486,12,4,7,2,2,7,,2,,7,Dead,3,,Dead
560382557,Descent2e,0,ROUND_OVER,102,10,4,487,10,4,1,2,2,8,,2,,14,6,6,,8
560382557,Descent2e,1,ROUND_OVER,131,10,4,487,10,4,3,2,2,5,,2,,14,6,6,,8
560382557,Descent2e,2,ROUND_OVER,180,10,4,487,10,4,5,2,2,4,,2,,14,3,6,,8
560382557,Descent2e,3,ROUND_OVER,219,10,4,487,10,4,7,2,2,4,,2,,13,2,6,,8
560382557,Descent2e,4,GAME_OVER,221,0,4,487,10,4,7,2,2,4,,2,,13,2,6,,8
-1844779733,Descent2e,0,ROUND_OVER,100,10,4,488,10,4,0,2,2,8,,2,,4,6,6,,8
-1844779733,Descent2e,1,ROUND_OVER,145,9,4,488,10,4,1,2,2,8,,2,,3,2,6,,Dead
-1844779733,Descent2e,2,ROUND_OVER,183,8,4,488,6,4,3,2,2,8,,2,,2,Dead,4,,Dead
-1844779733,Descent2e,3,GAME_OVER,193,2,4,488,6,4,3,2,2,8,,2,,2,Dead,Dead,,Dead
248349529,Descent2e,0,ROUND_OVER,106,10,4,489,10,4,1,2,2,12,,2,,12,6,6,,8
248349529,Descent2e,1,ROUND_OVER,132,10,4,489,10,4,3,2,2,11,,2,,12,6,2,,8
248349529,Descent2e,2,ROUND_OVER,178,9,4,489,10,4,5,2,2,12,,2,,9,Dead,6,,8
248349529,Descent2e,3,ROUND_OVER,223,9,4,489,10,4,7,2,2,12,,2,,10,Dead,6,,8
248349529,Descent2e,4,GAME_OVER,224,0,4,489,10,4,7,2,2,12,,2,,10,Dead,6,,8
-950561894,Descent2e,0,ROUND_OVER,92,10,4,490,12,4,1,2,2,8,,2,,8,6,6,,8
-950561894,Descent2e,1,ROUND_OVER,172,10,4,490,12,4,3,2,2,5,,2,,8,6,6,,8
-950561894,Descent2e,2,ROUND_OVER,231,10,4,490,12,4,5,2,2,5,,2,,8,6,6,,8
-950561894,Descent2e,3,ROUND_OVER,280,10,4,490,8,4,7,2,2,8,,2,,8,6,3,,8
-950561894,Descent2e,4,GAME_OVER,281,0,4,490,8,4,7,2,2,8,,2,,8,6,3,,8
-1305738607,Descent2e,0,ROUND_OVER,116,10,4,491,13,4,1,2,2,8,,2,,12,3,6,,8
-1305738607,Descent2e,1,ROUND_OVER,162,9,4,491,14,4,3,2,2,8,,2,,8,Dead,6,,6
-1305738607,Descent2e,2,ROUND_OVER,182,8,4,491,14,4,5,2,2,8,,2,,4,Dead,3,,Dead
-1305738607,Descent2e,3,GAME_OVER,195,2,4,491,14,4,5,2,2,8,,2,,4,Dead,Dead,,Dead
-439442783,Descent2e,0,ROUND_OVER,99,10,4,492,10,4,1,2,2,4,,2,,4,6,6,,8
-439442783,Descent2e,1,ROUND_OVER,140,9,4,492,10,4,3,2,2,0,,2,,4,Dead,2,,8
-439442783,Descent2e,2,ROUND_OVER,162,8,4,492,10,4,5,2,2,4,,2,,4,Dead,Dead,,8
-439442783,Descent2e,3,GAME_OVER,184,2,4,492,10,4,5,2,2,4,,2,,4,Dead,Dead,,Dead
-805403518,Descent2e,0,ROUND_OVER,110,10,4,493,12,4,1,2,2,8,,2,,8,5,6,,8
-805403518,Descent2e,1,ROUND_OVER,150,10,4,493,12,4,3,2,2,8,,2,,8,5,6,,6
-805403518,Descent2e,2,ROUND_OVER,191,9,4,493,12,4,5,2,2,8,,2,,8,5,6,,Dead
-805403518,Descent2e,3,ROUND_OVER,229,9,4,493,12,4,7,2,2,8,,2,,8,4,6,,Dead
-805403518,Descent2e,4,GAME_OVER,230,0,4,493,12,4,7,2,2,8,,2,,8,4,6,,Dead
49054900,Descent2e,0,ROUND_OVER,105,10,4,494,10,4,1,2,2,9,,2,,8,6,6,,8
49054900,Descent2e,1,ROUND_OVER,156,10,4,494,10,4,3,2,2,6,,2,,8,6,5,,8
49054900,Descent2e,2,ROUND_OVER,204,9,4,494,10,4,5,2,2,6,,2,,8,Dead,4,,8
49054900,Descent2e,3,ROUND_OVER,254,9,4,494,10,4,7,2,2,6,,2,,8,Dead,2,,8
49054900,Descent2e,4,GAME_OVER,256,0,4,494,7,4,7,2,2,6,,2,,8,Dead,2,,8
1788226049,Descent2e,0,ROUND_OVER,92,10,4,495,11,4,1,2,2,5,,2,,12,6,6,,8
1788226049,Descent2e,1,ROUND_OVER,131,9,4,495,14,4,3,2,2,5,,2,,12,6,6,,6
1788226049,Descent2e,2,ROUND_OVER,179,10,4,495,14,4,5,2,2,0,,2,,12,4,2,,6
1788226049,Descent2e,3,ROUND_OVER,207,8,4,495,14,4,7,2,2,5,,2,,12,Dead,Dead,,6
1788226049,Descent2e,4,GAME_OVER,208,0,4,495,14,4,7,2,2,5,,2,,12,Dead,Dead,,6
1470439362,Descent2e,0,ROUND_OVER,103,9,4,496,8,2,1,2,2,14,,2,,8,4,6,,8
1470439362,Descent2e,1,ROUND_OVER,142,10,4,496,7,2,3,2,2,14,,2,,8,4,6,,8
1470439362,Descent2e,2,ROUND_OVER,194,10,4,496,7,2,5,2,2,14,,2,,8,4,5,,8
1470439362,Descent2e,3,ROUND_OVER,247,10,4,496,7,2,7,2,2,14,,2,,8,2,3,,8
1470439362,Descent2e,4,GAME_OVER,248,0,4,496,7,2,7,2,2,14,,2,,8,2,3,,8
-1325307060,Descent2e,0,ROUND_OVER,88,8,4,497,12,4,1,2,2,12,,2,,8,6,6,,8
-1325307060,Descent2e,1,ROUND_OVER,131,10,4,497,13,4,3,2,2,12,,2,,8,6,2,,8
-1325307060,Descent2e,2,ROUND_OVER,183,9,4,497,13,4,5,2,2,10,,2,,8,Dead,6,,8
-1325307060,Descent2e,3,ROUND_OVER,232,9,4,497,9,4,7,2,2,10,,2,,8,Dead,6,,8
-1325307060,Descent2e,4,GAME_OVER,234,0,4,497,9,4,7,2,2,10,,2,,8,Dead,6,,8
-981789116,Descent2e,0,ROUND_OVER,96,10,4,498,0,4,0,2,2,8,,2,,12,6,6,,8
-981789116,Descent2e,1,ROUND_OVER,134,10,4,498,6,4,1,2,2,4,,2,,12,1,6,,8
-981789116,Descent2e,2,ROUND_OVER,174,9,4,498,6,4,3,2,2,5,,2,,12,Dead,2,,8
-981789116,Descent2e,3,ROUND_OVER,201,8,4,498,6,4,5,2,2,0,,2,,12,Dead,Dead,,1
-981789116,Descent2e,4,GAME_OVER,206,1,4,498,6,4,5,2,2,0,,2,,12,Dead,Dead,,Dead
1109474642,Descent2e,0,ROUND_OVER,102,10,4,499,12,4,1,2,2,10,,2,,14,6,6,,8
1109474642,Descent2e,1,ROUND_OVER,140,10,4,499,12,4,3,2,2,10,,2,,14,6,6,,8
1109474642,Descent2e,2,ROUND_OVER,190,10,4,499,12,4,5,2,2,10,,2,,14,6,4,,5
1109474642,Descent2e,3,ROUND_OVER,229,10,4,499,12,4,7,2,2,6,,2,,14,6,4,,5
1109474642,Descent2e,4,GAME_OVER,230,0,4,499,12,4,7,2,2,6,,2,,14,6,4,,5
845358804,Descent2e,0,ROUND_OVER,92,10,4,500,7,4,0,2,2,6,,2,,7,6,6,,8
845358804,Descent2e,1,ROUND_OVER,140,10,4,500,7,4,1,2,2,10,,2,,11,5,6,,5
845358804,Descent2e,2,ROUND_OVER,175,9,4,500,7,4,3,2,2,10,,2,,11,5,6,,Dead
845358804,Descent2e,3,ROUND_OVER,205,8,4,500,7,4,5,2,2,10,,2,,10,Dead,6,,Dead
845358804,Descent2e,4,ROUND_OVER,234,8,4,500,5,4,7,2,2,10,,2,,11,Dead,1,,Dead
845358804,Descent2e,5,GAME_OVER,235,0,4,500,5,4,7,2,2,10,,2,,11,Dead,1,,Dead
-862578507,Descent2e,0,ROUND_OVER,100,10,4,501,10,4,1,2,2,14,,2,,8,6,6,,8
-862578507,Descent2e,1,ROUND_OVER,131,10,4,501,10,4,3,2,2,14,,2,,8,6,6,,6
-862578507,Descent2e,2,ROUND_OVER,176,9,4,501,10,4,5,2,2,14,,2,,8,6,6,,Dead
-862578507,Descent2e,3,ROUND_OVER,212,9,4,501,10,4,7,2,2,14,,2,,8,6,6,,Dead
-862578507,Descent2e,4,GAME_OVER,213,0,4,501,10,4,7,2,2,14,,2,,8,6,6,,Dead
1637775171,Descent2e,0,ROUND_OVER,111,10,4,502,12,4,1,2,2,6,,2,,12,6,6,,8
1637775171,Descent2e,1,ROUND_OVER,151,10,4,502,12,4,3,2,2,9,,2,,12,6,6,,8
1637775171,Descent2e,2,ROUND_OVER,186,10,4,502,12,4,5,2,2,6,,2,,12,6,6,,8
1637775171,Descent2e,3,ROUND_OVER,227,10,4,502,12,4,7,2,2,3,,2,,12,6,6,,7
1637775171,Descent2e,4,GAME_OVER,228,0,4,502,12,4,7,2,2,3,,2,,12,6,6,,7
-1125516974,Descent2e,0,ROUND_OVER,103,10,4,503,12,4,1,2,2,8,,2,,6,6,6,,8
-1125516974,Descent2e,1,ROUND_OVER,156,10,4,503,9,4,3,2,2,5,,2,,8,6,6,,8
-1125516974,Descent2e,2,ROUND_OVER,199,10,4,503,5,4,5,2,2,5,,2,,8,6,6,,8
-1125516974,Descent2e,3,ROUND_OVER,241,10,4,503,4,4,7,2,2,1,,2,,8,6,3,,8
-1125516974,Descent2e,4,GAME_OVER,242,0,4,503,4,4,7,2,2,1,,2,,8,6,3,,8
342765137,Descent2e,0,ROUND_OVER,127,10,4,504,8,4,1,2,2,12,,2,,10,6,6,,8
342765137,Descent2e,1,ROUND_OVER,157,10,4,504,8,4,3,2,2,12,,2,,9,6,6,,4
342765137,Descent2e,2,ROUND_OVER,184,9,4,504,8,4,5,2,2,9,,2,,10,3,6,,Dead
342765137,Descent2e,3,ROUND_OVER,204,8,4,504,8,4,7,2,2,7,,2,,11,Dead,3,,Dead
342765137,Descent2e,4,GAME_OVER,205,0,4,504,8,4,7,2,2,7,,2,,11,Dead,3,,Dead
